Year,State,Region,District,County,Condition,Population,Cases,"Rate per 100,000"
2014,Virginia,Eastern,Western Tidewater,Suffolk (city),"Hepatitis B, acute",86806,1,1.2
2014,Virginia,Eastern,Western Tidewater,Suffolk (city),"Hepatitis B, chronic",86806,14,16.1
2014,Virginia,Eastern,Western Tidewater,Suffolk (city),"Hepatitis C, chronic",86806,58,66.8
2014,Virginia,Eastern,Western Tidewater,Suffolk (city),"Lead, elevated levels",86806,6,6.9
2014,Virginia,Eastern,Western Tidewater,Suffolk (city),Lyme disease,86806,1,1.2
2014,Virginia,Eastern,Western Tidewater,Suffolk (city),Pertussis,86806,1,1.2
2014,Virginia,Eastern,Western Tidewater,Suffolk (city),Salmonellosis,86806,21,24.2
2014,Virginia,Eastern,Western Tidewater,Suffolk (city),Shigellosis,86806,1,1.2
2014,Virginia,Eastern,Western Tidewater,Suffolk (city),Spotted Fever Rickettsiosis (including RMSF),86806,4,4.6
2014,Virginia,Eastern,Western Tidewater,Suffolk (city),"Streptococcus, Group A, invasive",86806,1,1.2
2014,Virginia,Eastern,Western Tidewater,Suffolk (city),Tuberculosis,86806,3,3.5
2014,Virginia,Eastern,Western Tidewater,Suffolk (city),Varicella (Chickenpox),86806,2,2.3
2014,Virginia,Northern,Alexandria,Alexandria (city),Amebiasis,150575,3,2
2014,Virginia,Northern,Alexandria,Alexandria (city),Campylobacteriosis,150575,23,15.3
2014,Virginia,Northern,Alexandria,Alexandria (city),Chikungunya,150575,3,2
2014,Virginia,Northern,Alexandria,Alexandria (city),Cryptosporidiosis,150575,9,6
2014,Virginia,Northern,Alexandria,Alexandria (city),Cyclosporiosis,150575,1,0.7
2014,Virginia,Northern,Alexandria,Alexandria (city),"Escherichia coli infection, Shiga Toxin-Producing",150575,2,1.3
2014,Virginia,Northern,Alexandria,Alexandria (city),Giardiasis,150575,8,5.3
2014,Virginia,Northern,Alexandria,Alexandria (city),"Haemophilus influenzae, invasive",150575,1,0.7
2014,Virginia,Northern,Alexandria,Alexandria (city),Hepatitis A,150575,1,0.7
2014,Virginia,Northern,Alexandria,Alexandria (city),"Hepatitis B, chronic",150575,58,38.5
2014,Virginia,Northern,Alexandria,Alexandria (city),"Hepatitis C, chronic",150575,73,48.5
2014,Virginia,Northern,Alexandria,Alexandria (city),"Lead, elevated levels",150575,7,4.6
2014,Virginia,Northern,Alexandria,Alexandria (city),Lyme disease,150575,19,12.6
2014,Virginia,Northern,Alexandria,Alexandria (city),Malaria,150575,6,4
2014,Virginia,Northern,Alexandria,Alexandria (city),Meningococcal disease,150575,1,0.7
2014,Virginia,Northern,Alexandria,Alexandria (city),Mumps,150575,1,0.7
2014,Virginia,Northern,Alexandria,Alexandria (city),Pertussis,150575,9,6
2014,Virginia,Northern,Alexandria,Alexandria (city),Q fever,150575,1,0.7
2014,Virginia,Northern,Alexandria,Alexandria (city),Salmonellosis,150575,16,10.6
2014,Virginia,Northern,Alexandria,Alexandria (city),Shigellosis,150575,21,13.9
2014,Virginia,Northern,Alexandria,Alexandria (city),Spotted Fever Rickettsiosis (including RMSF),150575,1,0.7
2014,Virginia,Northern,Alexandria,Alexandria (city),"Streptococcus, Group A, invasive",150575,1,0.7
2014,Virginia,Northern,Alexandria,Alexandria (city),"Streptococcus, Group A, invasive",150575,2,1.3
2014,Virginia,Northern,Alexandria,Alexandria (city),Tuberculosis,150575,15,10
2014,Virginia,Northern,Alexandria,Alexandria (city),Varicella (Chickenpox),150575,8,5.3
2014,Virginia,Northern,Alexandria,Alexandria (city),"Vibriosis, non-cholera",150575,1,0.7
2014,Virginia,Northern,Alexandria,Alexandria (city),West Nile infection,150575,1,0.7
2014,Virginia,Northern,Arlington,Arlington,Amebiasis,226908,3,1.3
2014,Virginia,Northern,Arlington,Arlington,Anaplasma/Ehrlichiosis,226908,1,0.4
2014,Virginia,Northern,Arlington,Arlington,Botulism,226908,1,0.4
2014,Virginia,Northern,Arlington,Arlington,Campylobacteriosis,226908,61,26.9
2014,Virginia,Northern,Arlington,Arlington,Chikungunya,226908,4,1.8
2014,Virginia,Northern,Arlington,Arlington,Cryptosporidiosis,226908,4,1.8
2014,Virginia,Northern,Arlington,Arlington,Dengue,226908,2,0.9
2014,Virginia,Northern,Arlington,Arlington,"Escherichia coli infection, Shiga Toxin-Producing",226908,2,0.9
2014,Virginia,Northern,Arlington,Arlington,Giardiasis,226908,18,7.9
2014,Virginia,Northern,Arlington,Arlington,"Hepatitis B, acute",226908,1,0.4
2014,Virginia,Northern,Arlington,Arlington,"Hepatitis B, chronic",226908,70,30.8
2014,Virginia,Northern,Arlington,Arlington,"Hepatitis C, chronic",226908,101,44.5
2014,Virginia,Northern,Arlington,Arlington,"Lead, elevated levels",226908,5,2.2
2014,Virginia,Northern,Arlington,Arlington,Legionellosis,226908,3,1.3
2014,Virginia,Northern,Arlington,Arlington,Listeriosis,226908,2,0.9
2014,Virginia,Northern,Arlington,Arlington,Lyme disease,226908,30,13.2
2014,Virginia,Northern,Arlington,Arlington,Malaria,226908,1,0.4
2014,Virginia,Northern,Arlington,Arlington,Meningococcal disease,226908,1,0.4
2014,Virginia,Northern,Arlington,Arlington,Mumps,226908,1,0.4
2014,Virginia,Northern,Arlington,Arlington,Pertussis,226908,14,6.2
2014,Virginia,Northern,Arlington,Arlington,Salmonellosis,226908,22,9.7
2014,Virginia,Northern,Arlington,Arlington,Shigellosis,226908,7,3.1
2014,Virginia,Northern,Arlington,Arlington,Spotted Fever Rickettsiosis (including RMSF),226908,1,0.4
2014,Virginia,Northern,Arlington,Arlington,"Streptococcus, Group A, invasive",226908,4,1.8
2014,Virginia,Northern,Arlington,Arlington,Tuberculosis,226908,10,4.4
2014,Virginia,Northern,Arlington,Arlington,Varicella (Chickenpox),226908,7,3.1
2014,Virginia,Northern,Arlington,Arlington,"Vibriosis, non-cholera",226908,4,1.8
2014,Virginia,Northern,Arlington,Arlington,West Nile infection,226908,2,0.9
2014,Virginia,Northern,Arlington,Arlington,Yersiniosis,226908,1,0.4
2014,Virginia,Northern,Fairfax,Fairfax,Amebiasis,1137538,4,0.4
2014,Virginia,Northern,Fairfax,Fairfax,Anaplasma/Ehrlichiosis,1137538,4,0.4
2014,Virginia,Northern,Fairfax,Fairfax,Campylobacteriosis,1137538,118,10.4
2014,Virginia,Northern,Fairfax,Fairfax,Chikungunya,1137538,17,1.5
2014,Virginia,Northern,Fairfax,Fairfax,Cryptosporidiosis,1137538,29,2.5
2014,Virginia,Northern,Fairfax,Fairfax,Cyclosporiosis,1137538,2,0.2
2014,Virginia,Northern,Fairfax,Fairfax,Dengue,1137538,6,0.5
2014,Virginia,Northern,Fairfax,Fairfax,"Escherichia coli infection, Shiga Toxin-Producing",1137538,14,1.2
2014,Virginia,Northern,Fairfax,Fairfax,Giardiasis,1137538,61,5.4
2014,Virginia,Northern,Fairfax,Fairfax,"Haemophilus influenzae, invasive",1137538,8,0.7
2014,Virginia,Northern,Fairfax,Fairfax,Hepatitis A,1137538,6,0.5
2014,Virginia,Northern,Fairfax,Fairfax,"Hepatitis B, acute",1137538,1,0.1
2014,Virginia,Northern,Fairfax,Fairfax,"Hepatitis B, chronic",1137538,517,45.4
2014,Virginia,Northern,Fairfax,Fairfax,"Hepatitis C, chronic",1137538,340,29.9
2014,Virginia,Northern,Fairfax,Fairfax,"Lead, elevated levels",1137538,26,2.3
2014,Virginia,Northern,Fairfax,Fairfax,Legionellosis,1137538,7,0.6
2014,Virginia,Northern,Fairfax,Fairfax,Listeriosis,1137538,3,0.3
2014,Virginia,Northern,Fairfax,Fairfax,Lyme disease,1137538,284,25
2014,Virginia,Northern,Fairfax,Fairfax,Malaria,1137538,29,2.5
2014,Virginia,Northern,Fairfax,Fairfax,Measles,1137538,1,0.1
2014,Virginia,Northern,Fairfax,Fairfax,Mumps,1137538,2,0.2
2014,Virginia,Northern,Fairfax,Fairfax,Pertussis,1137538,46,4
2014,Virginia,Northern,Fairfax,Fairfax,Q fever,1137538,1,0.1
2014,Virginia,Northern,Fairfax,Fairfax,Salmonellosis,1137538,151,13.3
2014,Virginia,Northern,Fairfax,Fairfax,Shigellosis,1137538,48,4.2
2014,Virginia,Northern,Fairfax,Fairfax,Spotted Fever Rickettsiosis (including RMSF),1137538,20,1.8
2014,Virginia,Northern,Fairfax,Fairfax,"Streptococcus, Group A, invasive",1137538,25,2.2
2014,Virginia,Northern,Fairfax,Fairfax,"Toxic-shock syndrome, streptococcal",1137538,5,0.4
2014,Virginia,Northern,Fairfax,Fairfax,Tuberculosis,1137538,58,5.1
2014,Virginia,Northern,Fairfax,Fairfax,Typhoid fever (Salmonella typhi),1137538,4,0.4
2014,Virginia,Northern,Fairfax,Fairfax,Varicella (Chickenpox),1137538,55,4.8
2014,Virginia,Northern,Fairfax,Fairfax,"Vibriosis, non-cholera",1137538,7,0.6
2014,Virginia,Northern,Fairfax,Fairfax,Yersiniosis,1137538,2,0.2
2014,Virginia,Northern,Fairfax,Fairfax (city),"Hepatitis C, chronic",24483,8,32.7
2014,Virginia,Northern,Fairfax,Fairfax (city),Salmonellosis,24483,1,4.1
2014,Virginia,Northern,Fairfax,Fairfax (city),Tuberculosis,24483,3,12.3
2014,Virginia,Northern,Fairfax,Fairfax (city),Varicella (Chickenpox),24483,1,4.1
2014,Virginia,Northern,Fairfax,Falls Church (city),Anaplasma/Ehrlichiosis,13601,1,7.4
2014,Virginia,Northern,Fairfax,Falls Church (city),"Hepatitis B, chronic",13601,5,36.8
2014,Virginia,Northern,Fairfax,Falls Church (city),"Hepatitis C, chronic",13601,7,51.5
2014,Virginia,Northern,Loudoun,Loudoun,Anaplasma/Ehrlichiosis,363050,2,0.6
2014,Virginia,Northern,Loudoun,Loudoun,Campylobacteriosis,363050,37,10.2
2014,Virginia,Northern,Loudoun,Loudoun,Chikungunya,363050,2,0.6
2014,Virginia,Northern,Loudoun,Loudoun,Cryptosporidiosis,363050,12,3.3
2014,Virginia,Northern,Loudoun,Loudoun,"Escherichia coli infection, Shiga Toxin-Producing",363050,13,3.6
2014,Virginia,Northern,Loudoun,Loudoun,Giardiasis,363050,22,6.1
2014,Virginia,Northern,Loudoun,Loudoun,"Haemophilus influenzae, invasive",363050,1,0.3
2014,Virginia,Northern,Loudoun,Loudoun,Hemolytic uremic syndrome,363050,2,0.6
2014,Virginia,Northern,Loudoun,Loudoun,Hepatitis A,363050,1,0.3
2014,Virginia,Northern,Loudoun,Loudoun,"Hepatitis B, chronic",363050,84,23.1
2014,Virginia,Northern,Loudoun,Loudoun,"Hepatitis C, chronic",363050,97,26.7
2014,Virginia,Northern,Loudoun,Loudoun,"Lead, elevated levels",363050,6,1.7
2014,Virginia,Northern,Loudoun,Loudoun,Listeriosis,363050,1,0.3
2014,Virginia,Northern,Loudoun,Loudoun,Lyme disease,363050,193,53.2
2014,Virginia,Northern,Loudoun,Loudoun,Malaria,363050,5,1.4
2014,Virginia,Northern,Loudoun,Loudoun,Measles,363050,1,0.3
2014,Virginia,Northern,Loudoun,Loudoun,Pertussis,363050,25,6.9
2014,Virginia,Northern,Loudoun,Loudoun,Salmonellosis,363050,52,14.3
2014,Virginia,Northern,Loudoun,Loudoun,Shigellosis,363050,14,3.9
2014,Virginia,Northern,Loudoun,Loudoun,Spotted Fever Rickettsiosis (including RMSF),363050,1,0.3
2014,Virginia,Northern,Loudoun,Loudoun,"Streptococcus, Group A, invasive",363050,5,1.4
2014,Virginia,Northern,Loudoun,Loudoun,Tuberculosis,363050,10,2.8
2014,Virginia,Northern,Loudoun,Loudoun,Typhoid fever (Salmonella typhi),363050,1,0.3
2014,Virginia,Northern,Loudoun,Loudoun,Varicella (Chickenpox),363050,26,7.2
2014,Virginia,Northern,Loudoun,Loudoun,"Vibriosis, non-cholera",363050,3,0.8
2014,Virginia,Northern,Prince William,Manassas (city),Amebiasis,42081,1,2.4
2014,Virginia,Northern,Prince William,Manassas (city),Campylobacteriosis,42081,2,4.8
2014,Virginia,Northern,Prince William,Manassas (city),"Escherichia coli infection, Shiga Toxin-Producing",42081,1,2.4
2014,Virginia,Northern,Prince William,Manassas (city),Giardiasis,42081,1,2.4
2014,Virginia,Northern,Prince William,Manassas (city),"Hepatitis B, chronic",42081,11,26.1
2014,Virginia,Northern,Prince William,Manassas (city),"Hepatitis C, acute",42081,1,2.4
2014,Virginia,Northern,Prince William,Manassas (city),"Hepatitis C, chronic",42081,22,52.3
2014,Virginia,Northern,Prince William,Manassas (city),"Lead, elevated levels",42081,3,7.1
2014,Virginia,Northern,Prince William,Manassas (city),Malaria,42081,1,2.4
2014,Virginia,Northern,Prince William,Manassas (city),Pertussis,42081,6,14.3
2014,Virginia,Northern,Prince William,Manassas (city),Salmonellosis,42081,2,4.8
2014,Virginia,Northern,Prince William,Manassas (city),Shigellosis,42081,2,4.8
2014,Virginia,Northern,Prince William,Manassas (city),Spotted Fever Rickettsiosis (including RMSF),42081,1,2.4
2014,Virginia,Northern,Prince William,Manassas (city),"Streptococcus, Group A, invasive",42081,2,4.8
2014,Virginia,Northern,Prince William,Manassas (city),Tuberculosis,42081,3,7.1
2014,Virginia,Northern,Prince William,Manassas (city),Varicella (Chickenpox),42081,1,2.4
2014,Virginia,Northern,Prince William,Manassas Park (city),Campylobacteriosis,15174,3,19.8
2014,Virginia,Northern,Prince William,Manassas Park (city),Giardiasis,15174,1,6.6
2014,Virginia,Northern,Prince William,Manassas Park (city),"Hepatitis B, chronic",15174,6,39.5
2014,Virginia,Northern,Prince William,Manassas Park (city),"Hepatitis C, chronic",15174,6,39.5
2014,Virginia,Northern,Prince William,Manassas Park (city),Pertussis,15174,3,19.8
2014,Virginia,Northern,Prince William,Manassas Park (city),Salmonellosis,15174,3,19.8
2014,Virginia,Northern,Prince William,Prince William,Amebiasis,446094,3,0.7
2014,Virginia,Northern,Prince William,Prince William,Anaplasma/Ehrlichiosis,446094,3,0.7
2014,Virginia,Northern,Prince William,Prince William,Campylobacteriosis,446094,31,6.9
2014,Virginia,Northern,Prince William,Prince William,Chikungunya,446094,6,1.3
2014,Virginia,Northern,Prince William,Prince William,Cryptosporidiosis,446094,10,2.2
2014,Virginia,Northern,Prince William,Prince William,"Escherichia coli infection, Shiga Toxin-Producing",446094,4,0.9
2014,Virginia,Northern,Prince William,Prince William,Giardiasis,446094,21,4.7
2014,Virginia,Northern,Prince William,Prince William,"Haemophilus influenzae, invasive",446094,2,0.4
2014,Virginia,Northern,Prince William,Prince William,Hepatitis A,446094,4,0.9
2014,Virginia,Northern,Prince William,Prince William,"Hepatitis B, chronic",446094,141,31.6
2014,Virginia,Northern,Prince William,Prince William,"Hepatitis C, acute",446094,2,0.4
2014,Virginia,Northern,Prince William,Prince William,"Hepatitis C, chronic",446094,172,38.6
2014,Virginia,Northern,Prince William,Prince William,"Lead, elevated levels",446094,15,3.4
2014,Virginia,Northern,Prince William,Prince William,Legionellosis,446094,6,1.3
2014,Virginia,Northern,Prince William,Prince William,Leprosy,446094,1,0.2
2014,Virginia,Northern,Prince William,Prince William,Listeriosis,446094,1,0.2
2014,Virginia,Northern,Prince William,Prince William,Lyme disease,446094,55,12.3
2014,Virginia,Northern,Prince William,Prince William,Malaria,446094,15,3.4
2014,Virginia,Northern,Prince William,Prince William,Pertussis,446094,25,5.6
2014,Virginia,Northern,Prince William,Prince William,Salmonellosis,446094,47,10.5
2014,Virginia,Northern,Prince William,Prince William,Shigellosis,446094,14,3.1
2014,Virginia,Northern,Prince William,Prince William,Spotted Fever Rickettsiosis (including RMSF),446094,14,3.1
2014,Virginia,Northern,Prince William,Prince William,"Streptococcus, Group A, invasive",446094,6,1.3
2014,Virginia,Northern,Prince William,Prince William,Tuberculosis,446094,14,3.1
2014,Virginia,Northern,Prince William,Prince William,Typhoid fever (Salmonella typhi),446094,2,0.4
2014,Virginia,Northern,Prince William,Prince William,Varicella (Chickenpox),446094,17,3.8
2014,Virginia,Northwestern,Central Shenandoah,Augusta,Campylobacteriosis,73862,1,1.4
2014,Virginia,Northwestern,Central Shenandoah,Augusta,"Escherichia coli infection, Shiga Toxin-Producing",73862,2,2.7
2014,Virginia,Northwestern,Central Shenandoah,Augusta,Giardiasis,73862,3,4.1
2014,Virginia,Northwestern,Central Shenandoah,Augusta,"Haemophilus influenzae, invasive",73862,2,2.7
2014,Virginia,Northwestern,Central Shenandoah,Augusta,"Hepatitis B, chronic",73862,4,5.4
2014,Virginia,Northwestern,Central Shenandoah,Augusta,"Hepatitis C, acute",73862,1,1.4
2014,Virginia,Northwestern,Central Shenandoah,Augusta,"Hepatitis C, chronic",73862,35,47.4
2014,Virginia,Northwestern,Central Shenandoah,Augusta,"Lead, elevated levels",73862,1,1.4
2014,Virginia,Northwestern,Central Shenandoah,Augusta,Lyme disease,73862,27,36.6
2014,Virginia,Northwestern,Central Shenandoah,Augusta,Salmonellosis,73862,7,9.5
2014,Virginia,Northwestern,Central Shenandoah,Augusta,Spotted Fever Rickettsiosis (including RMSF),73862,1,1.4
2014,Virginia,Northwestern,Central Shenandoah,Augusta,"Streptococcus, Group A, invasive",73862,3,4.1
2014,Virginia,Northwestern,Central Shenandoah,Augusta,Varicella (Chickenpox),73862,7,9.5
2014,Virginia,Northwestern,Central Shenandoah,Bath,Campylobacteriosis,4563,2,43.8
2014,Virginia,Northwestern,Central Shenandoah,Bath,"Hepatitis C, chronic",4563,5,109.6
2014,Virginia,Northwestern,Central Shenandoah,Bath,Salmonellosis,4563,1,21.9
2014,Virginia,Northwestern,Central Shenandoah,Bath,Spotted Fever Rickettsiosis (including RMSF),4563,1,21.9
2014,Virginia,Northwestern,Central Shenandoah,Buena Vista (city),Campylobacteriosis,6603,1,15.1
2014,Virginia,Northwestern,Central Shenandoah,Buena Vista (city),Cryptosporidiosis,6603,1,15.1
2014,Virginia,Northwestern,Central Shenandoah,Buena Vista (city),"Escherichia coli infection, Shiga Toxin-Producing",6603,1,15.1
2014,Virginia,Northwestern,Central Shenandoah,Buena Vista (city),"Hepatitis B, chronic",6603,2,30.3
2014,Virginia,Northwestern,Central Shenandoah,Buena Vista (city),"Hepatitis C, chronic",6603,2,30.3
2014,Virginia,Northwestern,Central Shenandoah,Buena Vista (city),Lyme disease,6603,2,30.3
2014,Virginia,Northwestern,Central Shenandoah,Buena Vista (city),Shigellosis,6603,1,15.1
2014,Virginia,Northwestern,Central Shenandoah,Harrisonburg (city),Campylobacteriosis,52478,2,3.8
2014,Virginia,Northwestern,Central Shenandoah,Harrisonburg (city),"Escherichia coli infection, Shiga Toxin-Producing",52478,2,3.8
2014,Virginia,Northwestern,Central Shenandoah,Harrisonburg (city),Giardiasis,52478,1,1.9
2014,Virginia,Northwestern,Central Shenandoah,Harrisonburg (city),"Haemophilus influenzae, invasive",52478,1,1.9
2014,Virginia,Northwestern,Central Shenandoah,Harrisonburg (city),"Hepatitis B, chronic",52478,16,30.5
2014,Virginia,Northwestern,Central Shenandoah,Harrisonburg (city),"Hepatitis C, acute",52478,1,1.9
2014,Virginia,Northwestern,Central Shenandoah,Harrisonburg (city),"Hepatitis C, chronic",52478,14,26.7
2014,Virginia,Northwestern,Central Shenandoah,Harrisonburg (city),"Lead, elevated levels",52478,5,9.5
2014,Virginia,Northwestern,Central Shenandoah,Harrisonburg (city),Listeriosis,52478,1,1.9
2014,Virginia,Northwestern,Central Shenandoah,Harrisonburg (city),Lyme disease,52478,2,3.8
2014,Virginia,Northwestern,Central Shenandoah,Harrisonburg (city),Malaria,52478,1,1.9
2014,Virginia,Northwestern,Central Shenandoah,Harrisonburg (city),Salmonellosis,52478,28,53.4
2014,Virginia,Northwestern,Central Shenandoah,Harrisonburg (city),Shigellosis,52478,1,1.9
2014,Virginia,Northwestern,Central Shenandoah,Harrisonburg (city),"Streptococcus, Group A, invasive",52478,5,9.5
2014,Virginia,Northwestern,Central Shenandoah,Harrisonburg (city),Tuberculosis,52478,1,1.9
2014,Virginia,Northwestern,Central Shenandoah,Harrisonburg (city),Varicella (Chickenpox),52478,5,9.5
2014,Virginia,Northwestern,Central Shenandoah,Harrisonburg (city),"Vibriosis, non-cholera",52478,1,1.9
2014,Virginia,Northwestern,Central Shenandoah,Highland,Campylobacteriosis,2248,1,44.5
2014,Virginia,Northwestern,Central Shenandoah,Highland,"Hepatitis C, chronic",2248,1,44.5
2014,Virginia,Northwestern,Central Shenandoah,Lexington (city),"Hepatitis C, chronic",7311,3,41
2014,Virginia,Northwestern,Central Shenandoah,Lexington (city),Lyme disease,7311,1,13.7
2014,Virginia,Northwestern,Central Shenandoah,Lexington (city),Pertussis,7311,1,13.7
2014,Virginia,Northwestern,Central Shenandoah,Lexington (city),Salmonellosis,7311,1,13.7
2014,Virginia,Northwestern,Central Shenandoah,Rockbridge,Anaplasma/Ehrlichiosis,22327,1,4.5
2014,Virginia,Northwestern,Central Shenandoah,Rockbridge,Campylobacteriosis,22327,2,9
2014,Virginia,Northwestern,Central Shenandoah,Rockbridge,Cryptosporidiosis,22327,1,4.5
2014,Virginia,Northwestern,Central Shenandoah,Rockbridge,"Escherichia coli infection, Shiga Toxin-Producing",22327,2,9
2014,Virginia,Northwestern,Central Shenandoah,Rockbridge,Giardiasis,22327,1,4.5
2014,Virginia,Northwestern,Central Shenandoah,Rockbridge,Hepatitis A,22327,1,4.5
2014,Virginia,Northwestern,Central Shenandoah,Rockbridge,"Hepatitis B, chronic",22327,1,4.5
2014,Virginia,Northwestern,Central Shenandoah,Rockbridge,"Hepatitis C, acute",22327,1,4.5
2014,Virginia,Northwestern,Central Shenandoah,Rockbridge,"Hepatitis C, chronic",22327,12,53.7
2014,Virginia,Northwestern,Central Shenandoah,Rockbridge,"Lead, elevated levels",22327,1,4.5
2014,Virginia,Northwestern,Central Shenandoah,Rockbridge,Lyme disease,22327,12,53.7
2014,Virginia,Northwestern,Central Shenandoah,Rockbridge,Pertussis,22327,8,35.8
2014,Virginia,Northwestern,Central Shenandoah,Rockbridge,Salmonellosis,22327,4,17.9
2014,Virginia,Northwestern,Central Shenandoah,Rockbridge,"Streptococcus, Group A, invasive",22327,1,4.5
2014,Virginia,Northwestern,Central Shenandoah,Rockbridge,Varicella (Chickenpox),22327,1,4.5
2014,Virginia,Northwestern,Central Shenandoah,Rockbridge,"Vibriosis, non-cholera",22327,1,4.5
2014,Virginia,Northwestern,Central Shenandoah,Rockingham,Campylobacteriosis,78171,3,3.8
2014,Virginia,Northwestern,Central Shenandoah,Rockingham,"Escherichia coli infection, Shiga Toxin-Producing",78171,7,9
2014,Virginia,Northwestern,Central Shenandoah,Rockingham,Giardiasis,78171,7,9
2014,Virginia,Northwestern,Central Shenandoah,Rockingham,"Haemophilus influenzae, invasive",78171,3,3.8
2014,Virginia,Northwestern,Central Shenandoah,Rockingham,"Hepatitis B, acute",78171,1,1.3
2014,Virginia,Northwestern,Central Shenandoah,Rockingham,"Hepatitis B, chronic",78171,4,5.1
2014,Virginia,Northwestern,Central Shenandoah,Rockingham,"Hepatitis C, acute",78171,2,2.6
2014,Virginia,Northwestern,Central Shenandoah,Rockingham,"Hepatitis C, chronic",78171,56,71.6
2014,Virginia,Northwestern,Central Shenandoah,Rockingham,Legionellosis,78171,4,5.1
2014,Virginia,Northwestern,Central Shenandoah,Rockingham,Lyme disease,78171,28,35.8
2014,Virginia,Northwestern,Central Shenandoah,Rockingham,Malaria,78171,1,1.3
2014,Virginia,Northwestern,Central Shenandoah,Rockingham,Pertussis,78171,3,3.8
2014,Virginia,Northwestern,Central Shenandoah,Rockingham,Salmonellosis,78171,7,9
2014,Virginia,Northwestern,Central Shenandoah,Rockingham,Spotted Fever Rickettsiosis (including RMSF),78171,2,2.6
2014,Virginia,Northwestern,Central Shenandoah,Rockingham,"Streptococcus, Group A, invasive",78171,1,1.3
2014,Virginia,Northwestern,Central Shenandoah,Rockingham,Tuberculosis,78171,3,3.8
2014,Virginia,Northwestern,Central Shenandoah,Rockingham,Varicella (Chickenpox),78171,6,7.7
2014,Virginia,Northwestern,Central Shenandoah,Rockingham,"Vibriosis, non-cholera",78171,1,1.3
2014,Virginia,Northwestern,Central Shenandoah,Staunton (city),Giardiasis,24538,1,4.1
2014,Virginia,Northwestern,Central Shenandoah,Staunton (city),"Hepatitis B, chronic",24538,2,8.2
2014,Virginia,Northwestern,Central Shenandoah,Staunton (city),"Hepatitis C, acute",24538,1,4.1
2014,Virginia,Northwestern,Central Shenandoah,Staunton (city),"Hepatitis C, chronic",24538,33,134.5
2014,Virginia,Northwestern,Central Shenandoah,Staunton (city),"Lead, elevated levels",24538,1,4.1
2014,Virginia,Northwestern,Central Shenandoah,Staunton (city),Lyme disease,24538,14,57.1
2014,Virginia,Northwestern,Central Shenandoah,Staunton (city),Pertussis,24538,1,4.1
2014,Virginia,Northwestern,Central Shenandoah,Staunton (city),Salmonellosis,24538,4,16.3
2014,Virginia,Northwestern,Central Shenandoah,Staunton (city),"Streptococcus, Group A, invasive",24538,4,16.3
2014,Virginia,Northwestern,Central Shenandoah,Staunton (city),Tuberculosis,24538,1,4.1
2014,Virginia,Northwestern,Central Shenandoah,Staunton (city),"Vibriosis, non-cholera",24538,1,4.1
2014,Virginia,Northwestern,Central Shenandoah,Waynesboro (city),Campylobacteriosis,21366,1,4.7
2014,Virginia,Northwestern,Central Shenandoah,Waynesboro (city),Cryptosporidiosis,21366,1,4.7
2014,Virginia,Northwestern,Central Shenandoah,Waynesboro (city),Giardiasis,21366,1,4.7
2014,Virginia,Northwestern,Central Shenandoah,Waynesboro (city),"Haemophilus influenzae, invasive",21366,1,4.7
2014,Virginia,Northwestern,Central Shenandoah,Waynesboro (city),"Hepatitis B, chronic",21366,2,9.4
2014,Virginia,Northwestern,Central Shenandoah,Waynesboro (city),"Hepatitis C, chronic",21366,42,196.6
2014,Virginia,Northwestern,Central Shenandoah,Waynesboro (city),Lyme disease,21366,7,32.8
2014,Virginia,Northwestern,Central Shenandoah,Waynesboro (city),Salmonellosis,21366,2,9.4
2014,Virginia,Northwestern,Central Shenandoah,Waynesboro (city),Spotted Fever Rickettsiosis (including RMSF),21366,1,4.7
2014,Virginia,Northwestern,Central Shenandoah,Waynesboro (city),"Streptococcus, Group A, invasive",21366,1,4.7
2014,Virginia,Northwestern,Central Shenandoah,Waynesboro (city),Varicella (Chickenpox),21366,1,4.7
2014,Virginia,Northwestern,Lord Fairfax,Clarke,Campylobacteriosis,14423,4,27.7
2014,Virginia,Northwestern,Lord Fairfax,Clarke,Dengue,14423,1,6.9
2014,Virginia,Northwestern,Lord Fairfax,Clarke,"Escherichia coli infection, Shiga Toxin-Producing",14423,1,6.9
2014,Virginia,Northwestern,Lord Fairfax,Clarke,"Hepatitis B, chronic",14423,2,13.9
2014,Virginia,Northwestern,Lord Fairfax,Clarke,"Hepatitis C, chronic",14423,13,90.1
2014,Virginia,Northwestern,Lord Fairfax,Clarke,Lyme disease,14423,11,76.3
2014,Virginia,Northwestern,Lord Fairfax,Clarke,Salmonellosis,14423,1,6.9
2014,Virginia,Northwestern,Lord Fairfax,Clarke,Spotted Fever Rickettsiosis (including RMSF),14423,2,13.9
2014,Virginia,Northwestern,Lord Fairfax,Clarke,Varicella (Chickenpox),14423,2,13.9
2014,Virginia,Northwestern,Lord Fairfax,Frederick,Anaplasma/Ehrlichiosis,82377,3,3.6
2014,Virginia,Northwestern,Lord Fairfax,Frederick,Campylobacteriosis,82377,24,29.1
2014,Virginia,Northwestern,Lord Fairfax,Frederick,Chikungunya,82377,1,1.2
2014,Virginia,Northwestern,Lord Fairfax,Frederick,Dengue,82377,1,1.2
2014,Virginia,Northwestern,Lord Fairfax,Frederick,"Escherichia coli infection, Shiga Toxin-Producing",82377,3,3.6
2014,Virginia,Northwestern,Lord Fairfax,Frederick,Giardiasis,82377,4,4.9
