Year,County,Condition,"Rate per 100,000"
2013,Greene,Meningococcal disease,5.3
2013,Greene,Pertussis,5.3
2013,Greene,Salmonellosis,21.3
2013,Greene,"Streptococcus, Group A, invasive",16.0
2013,Greene,Varicella (Chickenpox),10.6
2013,Louisa,Campylobacteriosis,5.9
2013,Louisa,"Escherichia coli infection, Shiga Toxin-Producing",2.9
2013,Louisa,Giardiasis,8.8
2013,Louisa,"Haemophilus influenzae, invasive",5.9
2013,Louisa,"Hepatitis B, acute",2.9
2013,Louisa,"Hepatitis B, chronic",2.9
2013,Louisa,"Hepatitis C, chronic",38.3
2013,Louisa,Lyme disease,14.7
2013,Louisa,Pertussis,2.9
2013,Louisa,Salmonellosis,17.7
2013,Louisa,Spotted Fever Rickettsiosis (including RMSF),26.5
2013,Louisa,"Streptococcus, Group A, invasive",2.9
2013,Louisa,Tuberculosis,2.9
2013,Louisa,Varicella (Chickenpox),5.9
2013,Nelson,Anaplasma/Ehrlichiosis,13.5
2013,Nelson,Giardiasis,6.8
2013,Nelson,Hepatitis A,6.8
2013,Nelson,"Hepatitis C, chronic",60.9
2013,Nelson,"Lead, elevated levels",6.8
2013,Nelson,Lyme disease,33.8
2013,Nelson,Mumps,6.8
2013,Nelson,Pertussis,40.6
2013,Nelson,Salmonellosis,6.8
2013,Nelson,Spotted Fever Rickettsiosis (including RMSF),13.5
2013,Nelson,"Streptococcus, Group A, invasive",6.8
2013,Alleghany,Campylobacteriosis,6.2
2013,Alleghany,Cryptosporidiosis,6.2
2013,Alleghany,"Hepatitis C, chronic",111.4
2013,Alleghany,Legionellosis,6.2
2013,Alleghany,Malaria,6.2
2013,Alleghany,Pertussis,18.6
2013,Alleghany,Salmonellosis,6.2
2013,Alleghany,Spotted Fever Rickettsiosis (including RMSF),6.2
2013,Botetourt,Campylobacteriosis,6.1
2013,Botetourt,Giardiasis,6.1
2013,Botetourt,"Hepatitis B, acute",3.0
2013,Botetourt,"Hepatitis C, chronic",72.7
2013,Botetourt,Legionellosis,6.1
2013,Botetourt,Pertussis,21.2
2013,Botetourt,Salmonellosis,9.1
2013,Botetourt,Spotted Fever Rickettsiosis (including RMSF),3.0
2013,Botetourt,"Streptococcus, Group A, invasive",6.1
2013,Covington (city),"Hepatitis C, chronic",85.9
2013,Covington (city),"Lead, elevated levels",17.2
2013,Covington (city),Legionellosis,34.4
2013,Craig,Campylobacteriosis,19.2
2013,Craig,"Haemophilus influenzae, invasive",19.2
2013,Craig,"Hepatitis C, chronic",19.2
2013,Craig,Salmonellosis,19.2
2013,Roanoke,Anaplasma/Ehrlichiosis,1.1
2013,Roanoke,Campylobacteriosis,17.1
2013,Roanoke,Cryptosporidiosis,2.1
2013,Roanoke,"Escherichia coli infection, Shiga Toxin-Producing",3.2
2013,Roanoke,Giardiasis,6.4
2013,Roanoke,"Haemophilus influenzae, invasive",3.2
2013,Roanoke,"Hepatitis B, chronic",4.3
2013,Roanoke,"Hepatitis C, acute",1.1
2013,Roanoke,"Hepatitis C, chronic",115.5
2013,Roanoke,Legionellosis,1.1
2013,Roanoke,Lyme disease,19.2
2013,Roanoke,Pertussis,27.8
2013,Roanoke,Salmonellosis,12.8
2013,Roanoke,Spotted Fever Rickettsiosis (including RMSF),1.1
2013,Roanoke,"Streptococcus, Group A, invasive",5.3
2013,Roanoke,"Toxic-shock syndrome, streptococcal",1.1
2013,Roanoke,Varicella (Chickenpox),5.3
2013,Salem (city),"Hepatitis B, chronic",15.8
2013,Salem (city),"Hepatitis C, chronic",35.6
2013,Salem (city),Lyme disease,7.9
2013,Salem (city),"Streptococcus, Group A, invasive",4.0
2013,Amherst,Anaplasma/Ehrlichiosis,12.4
2013,Amherst,Campylobacteriosis,3.1
2013,Amherst,"Escherichia coli infection, Shiga Toxin-Producing",3.1
2013,Amherst,Giardiasis,3.1
2013,Amherst,"Hepatitis B, chronic",6.2
2013,Amherst,"Hepatitis C, chronic",65.3
2013,Amherst,Lyme disease,15.5
2013,Amherst,Pertussis,37.3
2013,Amherst,Salmonellosis,3.1
2013,Amherst,Spotted Fever Rickettsiosis (including RMSF),15.5
2013,Amherst,"Streptococcus, Group A, invasive",3.1
2013,Amherst,Tuberculosis,3.1
2013,Appomattox,Anaplasma/Ehrlichiosis,6.6
2013,Appomattox,Campylobacteriosis,6.6
2013,Appomattox,Cryptosporidiosis,6.6
2013,Appomattox,Giardiasis,6.6
2013,Appomattox,"Hepatitis C, chronic",26.2
2013,Appomattox,"Lead, elevated levels",6.6
2013,Appomattox,Legionellosis,6.6
2013,Appomattox,Lyme disease,59.0
2013,Appomattox,Pertussis,6.6
2013,Appomattox,Salmonellosis,13.1
2013,Appomattox,Spotted Fever Rickettsiosis (including RMSF),39.3
2013,Bedford,Anaplasma/Ehrlichiosis,14.3
2013,Bedford,Campylobacteriosis,1.4
2013,Bedford,Campylobacteriosis,7.2
2013,Bedford,"Escherichia coli infection, Shiga Toxin-Producing",1.4
2013,Bedford,Giardiasis,2.9
2013,Bedford,"Haemophilus influenzae, invasive",4.3
2013,Bedford,Hepatitis A,1.4
2013,Bedford,"Hepatitis B, chronic",2.9
2013,Bedford,"Hepatitis C, chronic",45.8
2013,Bedford,Lyme disease,1.4
2013,Bedford,Lyme disease,17.2
2013,Bedford,Pertussis,1.4
2013,Bedford,Salmonellosis,10.0
2013,Bedford,Spotted Fever Rickettsiosis (including RMSF),18.6
2013,Bedford,Spotted Fever Rickettsiosis (including RMSF),1.4
2013,Bedford,"Streptococcus, Group A, invasive",2.9
2013,Campbell,Anaplasma/Ehrlichiosis,1.8
2013,Campbell,Campylobacteriosis,1.8
2013,Campbell,Cryptosporidiosis,1.8
2013,Campbell,"Hepatitis B, chronic",3.6
2013,Campbell,"Hepatitis C, chronic",19.9
2013,Campbell,"Lead, elevated levels",1.8
2013,Campbell,Legionellosis,1.8
2013,Campbell,Lyme disease,3.6
2013,Campbell,Pertussis,3.6
2013,Campbell,Salmonellosis,14.5
2013,Campbell,Shigellosis,1.8
2013,Campbell,Spotted Fever Rickettsiosis (including RMSF),12.7
2013,Campbell,"Streptococcus, Group A, invasive",1.8
2013,Campbell,Varicella (Chickenpox),1.8
2013,Lynchburg (city),Anaplasma/Ehrlichiosis,6.4
2013,Lynchburg (city),Campylobacteriosis,7.7
2013,Lynchburg (city),Giardiasis,1.3
2013,Lynchburg (city),Hepatitis A,1.3
2013,Lynchburg (city),"Hepatitis B, chronic",7.7
2013,Lynchburg (city),"Hepatitis C, chronic",182.0
2013,Lynchburg (city),"Lead, elevated levels",3.8
2013,Lynchburg (city),Lyme disease,29.5
2013,Lynchburg (city),Salmonellosis,16.7
2013,Lynchburg (city),Shigellosis,1.3
2013,Lynchburg (city),Spotted Fever Rickettsiosis (including RMSF),7.7
2013,Lynchburg (city),"Streptococcus, Group A, invasive",2.6
2013,Lynchburg (city),"Toxic-shock syndrome, streptococcal",1.3
2013,Buchanan,Hepatitis A,4.2
2013,Buchanan,"Hepatitis B, chronic",12.7
2013,Buchanan,"Hepatitis C, chronic",228.8
2013,Buchanan,Pertussis,4.2
2013,Buchanan,Salmonellosis,4.2
2013,Dickenson,"Hepatitis B, acute",6.5
2013,Dickenson,"Hepatitis B, chronic",45.2
2013,Dickenson,"Hepatitis C, chronic",419.7
2013,Dickenson,Legionellosis,6.5
2013,Dickenson,Pertussis,6.5
2013,Dickenson,Spotted Fever Rickettsiosis (including RMSF),6.5
2013,Russell,Campylobacteriosis,14.2
2013,Russell,"Escherichia coli infection, Shiga Toxin-Producing",10.6
2013,Russell,"Haemophilus influenzae, invasive",3.5
2013,Russell,"Hepatitis B, acute",3.5
2013,Russell,"Hepatitis B, chronic",14.2
2013,Russell,"Hepatitis C, chronic",311.4
2013,Russell,Salmonellosis,17.7
2013,Tazewell,Campylobacteriosis,13.6
2013,Tazewell,Cryptosporidiosis,2.3
2013,Tazewell,Giardiasis,4.5
2013,Tazewell,"Hepatitis B, acute",4.5
2013,Tazewell,"Hepatitis B, chronic",29.5
2013,Tazewell,"Hepatitis C, chronic",469.4
2013,Tazewell,Legionellosis,2.3
2013,Tazewell,Pertussis,4.5
2013,Tazewell,Salmonellosis,13.6
2013,Tazewell,"Streptococcus, Group A, invasive",2.3
2013,Tazewell,Varicella (Chickenpox),15.9
2013,Lee,Campylobacteriosis,19.9
2013,Lee,Cryptosporidiosis,7.9
2013,Lee,"Hepatitis B, acute",23.8
2013,Lee,"Hepatitis B, chronic",23.8
2013,Lee,"Hepatitis C, acute",4.0
2013,Lee,"Hepatitis C, chronic",325.6
2013,Lee,Pertussis,4.0
2013,Lee,Salmonellosis,7.9
2013,Lee,Shigellosis,7.9
2013,Lee,Spotted Fever Rickettsiosis (including RMSF),4.0
2013,Lee,Tuberculosis,4.0
2013,Lee,Varicella (Chickenpox),4.0
2013,Norton (city),"Haemophilus influenzae, invasive",24.9
2013,Norton (city),"Hepatitis B, chronic",24.9
2013,Norton (city),"Hepatitis C, chronic",149.4
2013,Scott,Campylobacteriosis,17.7
2013,Scott,Cryptosporidiosis,4.4
2013,Scott,"Escherichia coli infection, Shiga Toxin-Producing",4.4
2013,Scott,"Hepatitis B, acute",8.8
2013,Scott,"Hepatitis B, chronic",22.1
2013,Scott,"Hepatitis C, chronic",150.2
2013,Scott,Legionellosis,4.4
2013,Scott,Spotted Fever Rickettsiosis (including RMSF),4.4
2013,Wise,Campylobacteriosis,4.9
2013,Wise,Cryptosporidiosis,2.5
2013,Wise,"Haemophilus influenzae, invasive",7.4
2013,Wise,"Hepatitis B, acute",12.3
2013,Wise,"Hepatitis B, chronic",27.1
2013,Wise,"Hepatitis C, acute",4.9
2013,Wise,"Hepatitis C, chronic",312.9
2013,Wise,Legionellosis,2.5
2013,Wise,Meningococcal disease,2.5
2013,Wise,Pertussis,2.5
2013,Wise,Q fever,2.5
2013,Wise,Salmonellosis,14.8
2013,Wise,Spotted Fever Rickettsiosis (including RMSF),2.5
2013,Wise,"Streptococcus, Group A, invasive",2.5
2013,Wise,Varicella (Chickenpox),17.2
2013,Bland,Campylobacteriosis,14.8
2013,Bland,"Hepatitis C, chronic",163.3
2013,Bland,Salmonellosis,14.8
2013,Bland,Varicella (Chickenpox),29.7
2013,Bristol (city),Campylobacteriosis,11.5
2013,Bristol (city),Cryptosporidiosis,5.8
2013,Bristol (city),"Hepatitis B, chronic",28.8
2013,Bristol (city),"Hepatitis C, chronic",346.0
2013,Bristol (city),Salmonellosis,5.8
2013,Bristol (city),Tuberculosis,5.8
2013,Carroll,Campylobacteriosis,10.0
2013,Carroll,Cryptosporidiosis,3.3
2013,Carroll,"Escherichia coli infection, Shiga Toxin-Producing",3.3
2013,Carroll,Giardiasis,3.3
2013,Carroll,"Haemophilus influenzae, invasive",3.3
2013,Carroll,"Hepatitis B, acute",3.3
2013,Carroll,"Hepatitis B, chronic",3.3
2013,Carroll,"Hepatitis C, acute",3.3
2013,Carroll,"Hepatitis C, chronic",60.2
2013,Carroll,Legionellosis,3.3
2013,Carroll,Lyme disease,83.7
2013,Carroll,Pertussis,23.4
2013,Galax (city),Amebiasis,14.2
2013,Galax (city),"Hepatitis C, chronic",170.6
2013,Galax (city),Lyme disease,42.6
2013,Galax (city),Salmonellosis,28.4
2013,Grayson,Campylobacteriosis,13.2
2013,Grayson,"Escherichia coli infection, Shiga Toxin-Producing",6.6
2013,Grayson,Giardiasis,6.6
2013,Grayson,"Hepatitis B, chronic",33.0
2013,Grayson,"Hepatitis C, chronic",270.4
2013,Grayson,"Lead, elevated levels",6.6
2013,Grayson,Legionellosis,6.6
2013,Grayson,Lyme disease,59.4
2013,Grayson,Pertussis,19.8
2013,Grayson,Shigellosis,6.6
2013,Smyth,Cryptosporidiosis,6.3
2013,Smyth,"Escherichia coli infection, Shiga Toxin-Producing",6.3
2013,Smyth,"Haemophilus influenzae, invasive",6.3
2013,Smyth,"Hepatitis B, chronic",6.3
2013,Smyth,"Hepatitis C, chronic",189.6
2013,Smyth,"Lead, elevated levels",3.2
2013,Smyth,Legionellosis,6.3
2013,Smyth,Salmonellosis,9.5
2013,Smyth,Shigellosis,3.2
2013,Smyth,Varicella (Chickenpox),3.2
2013,Washington,Campylobacteriosis,21.9
2013,Washington,Cryptosporidiosis,3.6
2013,Washington,"Escherichia coli infection, Shiga Toxin-Producing",7.3
2013,Washington,Giardiasis,3.6
2013,Washington,"Hepatitis B, acute",1.8
2013,Washington,"Hepatitis B, chronic",14.6
2013,Washington,"Hepatitis C, acute",1.8
2013,Washington,"Hepatitis C, chronic",145.7
2013,Washington,Listeriosis,1.8
2013,Washington,Lyme disease,1.8
2013,Washington,Pertussis,10.9
2013,Washington,Salmonellosis,12.7
2013,Washington,Tuberculosis,1.8
2013,Washington,Varicella (Chickenpox),3.6
2013,Washington,"Vibriosis, non-cholera",1.8
2013,Wythe,Anaplasma/Ehrlichiosis,3.4
2013,Wythe,Campylobacteriosis,6.8
2013,Wythe,"Escherichia coli infection, Shiga Toxin-Producing",3.4
2013,Wythe,Giardiasis,3.4
2013,Wythe,"Hepatitis B, acute",10.2
2013,Wythe,"Hepatitis B, chronic",10.2
2013,Wythe,"Hepatitis C, acute",13.6
2013,Wythe,"Hepatitis C, chronic",102.2
2013,Wythe,Lyme disease,64.7
2013,Wythe,Pertussis,3.4
2013,Wythe,Salmonellosis,23.9
2013,Wythe,Shigellosis,3.4
2013,Wythe,Spotted Fever Rickettsiosis (including RMSF),3.4
2013,Wythe,"Streptococcus, Group A, invasive",3.4
2013,Wythe,Varicella (Chickenpox),6.8
2013,Floyd,Campylobacteriosis,12.9
2013,Floyd,"Escherichia coli infection, Shiga Toxin-Producing",6.4
2013,Floyd,Giardiasis,6.4
2013,Floyd,"Haemophilus influenzae, invasive",6.4
2013,Floyd,"Hepatitis B, chronic",6.4
2013,Floyd,"Hepatitis C, chronic",122.4
2013,Floyd,Lyme disease,341.3
2013,Floyd,Pertussis,19.3
2013,Floyd,Salmonellosis,19.3
2013,Giles,Campylobacteriosis,5.9
2013,Giles,"Escherichia coli infection, Shiga Toxin-Producing",5.9
2013,Giles,"Haemophilus influenzae, invasive",5.9
2013,Giles,"Hepatitis B, acute",11.8
2013,Giles,"Hepatitis B, chronic",5.9
2013,Giles,"Hepatitis C, acute",5.9
2013,Giles,"Hepatitis C, chronic",189.1
2013,Giles,Lyme disease,35.5
2013,Giles,Pertussis,11.8
2013,Giles,Salmonellosis,23.6
2013,Giles,Spotted Fever Rickettsiosis (including RMSF),5.9
2013,Giles,"Streptococcus, Group A, invasive",11.8
2013,Giles,Yersiniosis,11.8
2013,Montgomery,Campylobacteriosis,9.4
2013,Montgomery,"Escherichia coli infection, Shiga Toxin-Producing",2.1
2013,Montgomery,Giardiasis,4.2
2013,Montgomery,"Hepatitis B, chronic",11.4
2013,Montgomery,"Hepatitis C, acute",2.1
2013,Montgomery,"Hepatitis C, chronic",65.5
2013,Montgomery,Listeriosis,1.0
2013,Montgomery,Lyme disease,59.2
2013,Montgomery,Mumps,1.0
2013,Montgomery,Pertussis,7.3
2013,Montgomery,Salmonellosis,8.3
2013,Montgomery,Spotted Fever Rickettsiosis (including RMSF),1.0
2013,Montgomery,Tuberculosis,1.0
2013,Pulaski,Campylobacteriosis,2.9
2013,Pulaski,Giardiasis,2.9
2013,Pulaski,"Haemophilus influenzae, invasive",8.7
2013,Pulaski,"Hepatitis B, acute",5.8
2013,Pulaski,"Hepatitis B, chronic",26.1
2013,Pulaski,"Hepatitis C, acute",23.2
2013,Pulaski,"Hepatitis C, chronic",243.4
2013,Pulaski,Legionellosis,2.9
2013,Pulaski,Lyme disease,84.0
2013,Pulaski,Pertussis,5.8
2013,Pulaski,Salmonellosis,5.8
2013,Radford (city),"Hepatitis B, chronic",11.6
2013,Radford (city),"Hepatitis C, acute",5.8
2013,Radford (city),"Hepatitis C, chronic",69.8
2013,Radford (city),Listeriosis,5.8
2013,Radford (city),Lyme disease,46.6
2013,Radford (city),Pertussis,23.3
2013,Radford (city),Salmonellosis,23.3
2013,Radford (city),"Streptococcus, Group A, invasive",5.8
2013,Danville (city),Anaplasma/Ehrlichiosis,2.3
2013,Danville (city),Giardiasis,4.7
2013,Danville (city),"Hepatitis B, chronic",18.6
2013,Danville (city),"Hepatitis C, chronic",188.8
2013,Danville (city),"Lead, elevated levels",14.0
2013,Danville (city),Lyme disease,4.7
2013,Danville (city),Salmonellosis,11.7
2013,Danville (city),Spotted Fever Rickettsiosis (including RMSF),51.3
2013,Danville (city),"Streptococcus, Group A, invasive",4.7
2013,Danville (city),Tuberculosis,4.7
2013,Danville (city),Varicella (Chickenpox),2.3
2013,Pittsylvania,Anaplasma/Ehrlichiosis,11.2
2013,Pittsylvania,Campylobacteriosis,6.4
2013,Pittsylvania,Cryptosporidiosis,1.6
2013,Pittsylvania,Giardiasis,1.6
2013,Pittsylvania,"Hepatitis B, chronic",1.6
2013,Pittsylvania,"Hepatitis C, chronic",60.9
2013,Pittsylvania,Lyme disease,8.0
2013,Pittsylvania,Mumps,1.6
2013,Pittsylvania,Pertussis,6.4
2013,Pittsylvania,Salmonellosis,11.2
2013,Pittsylvania,Spotted Fever Rickettsiosis (including RMSF),33.6
2013,Pittsylvania,"Streptococcus, Group A, invasive",4.8
2013,Pittsylvania,Varicella (Chickenpox),35.2
2013,Roanoke (city),Anaplasma/Ehrlichiosis,2.0
2013,Roanoke (city),Campylobacteriosis,5.1
2013,Roanoke (city),"Escherichia coli infection, Shiga Toxin-Producing",3.0
2013,Roanoke (city),Giardiasis,3.0
2013,Roanoke (city),"Haemophilus influenzae, invasive",6.1
2013,Roanoke (city),"Hepatitis B, acute",2.0
2013,Roanoke (city),"Hepatitis B, chronic",15.2
2013,Roanoke (city),"Hepatitis C, chronic",208.2
2013,Roanoke (city),"Lead, elevated levels",8.1
2013,Roanoke (city),Legionellosis,1.0
2013,Roanoke (city),Lyme disease,7.1
2013,Roanoke (city),Malaria,1.0
2013,Roanoke (city),Pertussis,2.0
2013,Roanoke (city),Salmonellosis,9.1
2013,Roanoke (city),Shigellosis,1.0
2013,Roanoke (city),Spotted Fever Rickettsiosis (including RMSF),1.0
2013,Roanoke (city),"Streptococcus, Group A, invasive",13.2
2013,Roanoke (city),Tuberculosis,1.0
2013,Roanoke (city),Varicella (Chickenpox),14.2
2013,Franklin,Anaplasma/Ehrlichiosis,12.4
2013,Franklin,Brucellosis,1.8
2013,Franklin,Campylobacteriosis,10.7
2013,Franklin,Cryptosporidiosis,3.6
2013,Franklin,"Escherichia coli infection, Shiga Toxin-Producing",1.8
2013,Franklin,Giardiasis,5.3
2013,Franklin,"Hepatitis B, acute",1.8
2013,Franklin,"Hepatitis B, chronic",10.7
2013,Franklin,"Hepatitis C, chronic",62.1
2013,Franklin,Lyme disease,3.6
2013,Franklin,Pertussis,1.8
2013,Franklin,Salmonellosis,3.6
2013,Franklin,"Streptococcus, Group A, invasive",3.6
2013,Franklin,Varicella (Chickenpox),1.8
2013,Henry,Anaplasma/Ehrlichiosis,3.8
2013,Henry,Giardiasis,1.9
2013,Henry,"Haemophilus influenzae, invasive",1.9
2013,Henry,"Hepatitis B, chronic",7.6
2013,Henry,"Hepatitis C, chronic",98.8
2013,Henry,Legionellosis,1.9
2013,Henry,Lyme disease,5.7
2013,Henry,Pertussis,13.3
2013,Henry,Salmonellosis,9.5
2013,Henry,Spotted Fever Rickettsiosis (including RMSF),15.2
2013,Henry,"Streptococcus, Group A, invasive",1.9
2013,Henry,Tuberculosis,1.9
2013,Henry,Varicella (Chickenpox),1.9
2013,Henry,"Vibriosis, non-cholera",1.9
2013,Henry,Yersiniosis,1.9
2013,Martinsville (city),Anaplasma/Ehrlichiosis,7.3
2013,Martinsville (city),Campylobacteriosis,21.8
2013,Martinsville (city),"Hepatitis B, acute",7.3
2013,Martinsville (city),"Hepatitis B, chronic",29.1
2013,Martinsville (city),"Hepatitis C, chronic",87.2
2013,Martinsville (city),Pertussis,36.4
2013,Martinsville (city),Salmonellosis,21.8
2013,Martinsville (city),Spotted Fever Rickettsiosis (including RMSF),14.5
2013,Patrick,Cryptosporidiosis,5.4
2013,Patrick,"Escherichia coli infection, Shiga Toxin-Producing",5.4
2013,Patrick,Hemolytic uremic syndrome,5.4
2013,Patrick,"Hepatitis C, chronic",70.8
2013,Patrick,Lyme disease,10.9
2013,Patrick,Salmonellosis,10.9
2013,Patrick,Spotted Fever Rickettsiosis (including RMSF),5.4
2013,Patrick,Varicella (Chickenpox),10.9
2014,Chesterfield,Anaplasma/Ehrlichiosis,2.4
2014,Chesterfield,Campylobacteriosis,7.2
2014,Chesterfield,Chikungunya,0.6
2014,Chesterfield,Dengue,0.3
2014,Chesterfield,"Escherichia coli infection, Shiga Toxin-Producing",0.9
2014,Chesterfield,Giardiasis,0.9
2014,Chesterfield,"Haemophilus influenzae, invasive",0.6
2014,Chesterfield,Hemolytic uremic syndrome,0.3
2014,Chesterfield,Hepatitis A,0.3
2014,Chesterfield,"Hepatitis B, acute",0.9
2014,Chesterfield,"Hepatitis B, chronic",16.2
2014,Chesterfield,"Hepatitis C, chronic",61.7
2014,Chesterfield,"Lead, elevated levels",1.2
2014,Chesterfield,Legionellosis,2.7
2014,Chesterfield,Lyme disease,6.6
2014,Chesterfield,Malaria,0.3
2014,Chesterfield,Pertussis,3.0
2014,Chesterfield,Salmonellosis,12.6
2014,Chesterfield,Shigellosis,1.2
2014,Chesterfield,Spotted Fever Rickettsiosis (including RMSF),9.6
2014,Chesterfield,"Streptococcus, Group A, invasive",2.1
2014,Chesterfield,Typhoid fever (Salmonella typhi),0.3
2014,Chesterfield,Varicella (Chickenpox),3.9
2014,Chesterfield,"Vibriosis, non-cholera",0.3
2014,Colonial Heights (city),Campylobacteriosis,5.6
2014,Colonial Heights (city),Giardiasis,5.6
2014,Colonial Heights (city),"Hepatitis B, chronic",33.8
2014,Colonial Heights (city),"Hepatitis C, chronic",39.5
2014,Colonial Heights (city),Lyme disease,5.6
2014,Colonial Heights (city),Salmonellosis,5.6
2014,Colonial Heights (city),Tuberculosis,5.6
2014,Powhatan,Anaplasma/Ehrlichiosis,10.5
2014,Powhatan,Campylobacteriosis,17.6
2014,Powhatan,Cryptosporidiosis,3.5
2014,Powhatan,Giardiasis,3.5
2014,Powhatan,"Hepatitis B, chronic",28.1
2014,Powhatan,"Hepatitis C, acute",3.5
2014,Powhatan,"Hepatitis C, chronic",147.6
2014,Powhatan,Salmonellosis,21.1
2014,Powhatan,Shigellosis,3.5
2014,Powhatan,Spotted Fever Rickettsiosis (including RMSF),21.1
2014,Powhatan,"Streptococcus, Group A, invasive",3.5
2014,Powhatan,Varicella (Chickenpox),3.5
2014,Charles City,Anaplasma/Ehrlichiosis,14.2
2014,Charles City,"Hepatitis C, chronic",85.4
2014,Charles City,Legionellosis,14.2
2014,Charles City,Salmonellosis,14.2
2014,Charles City,Spotted Fever Rickettsiosis (including RMSF),14.2
2014,Goochland,Campylobacteriosis,18.2
2014,Goochland,"Escherichia coli infection, Shiga Toxin-Producing",4.6
2014,Goochland,Giardiasis,9.1
2014,Goochland,"Hepatitis B, chronic",4.6
2014,Goochland,"Hepatitis C, chronic",100.3
2014,Goochland,"Lead, elevated levels",9.1
2014,Goochland,Legionellosis,9.1
2014,Goochland,Lyme disease,4.6
2014,Goochland,Salmonellosis,31.9
2014,Goochland,Spotted Fever Rickettsiosis (including RMSF),13.7
2014,Goochland,"Streptococcus, Group A, invasive",4.6
2014,Hanover,Amebiasis,1.0
2014,Hanover,Anaplasma/Ehrlichiosis,1.0
2014,Hanover,Campylobacteriosis,17.7
2014,Hanover,Cryptosporidiosis,1.0
2014,Hanover,Giardiasis,1.0
2014,Hanover,"Haemophilus influenzae, invasive",1.0
2014,Hanover,Hepatitis A,1.0
2014,Hanover,"Hepatitis B, chronic",6.9
2014,Hanover,"Hepatitis C, chronic",46.1
2014,Hanover,Lyme disease,2.9
2014,Hanover,Pertussis,18.6
2014,Hanover,Salmonellosis,18.6
2014,Hanover,Spotted Fever Rickettsiosis (including RMSF),3.9
2014,Hanover,"Streptococcus, Group A, invasive",2.0
2014,Hanover,Varicella (Chickenpox),4.9
2014,Hanover,"Vibriosis, non-cholera",1.0
2014,New Kent,Campylobacteriosis,20.0
2014,New Kent,"Haemophilus influenzae, invasive",5.0
2014,New Kent,"Hepatitis B, chronic",10.0
2014,New Kent,"Hepatitis C, chronic",69.9
2014,New Kent,Lyme disease,5.0
2014,New Kent,Pertussis,15.0
2014,New Kent,Salmonellosis,20.0
2014,New Kent,Spotted Fever Rickettsiosis (including RMSF),15.0
2014,New Kent,Varicella (Chickenpox),5.0
2014,Dinwiddie,Anaplasma/Ehrlichiosis,3.6
2014,Dinwiddie,Campylobacteriosis,10.8
2014,Dinwiddie,"Hepatitis B, chronic",7.2
2014,Dinwiddie,"Hepatitis C, chronic",82.6
2014,Dinwiddie,Lyme disease,3.6
2014,Dinwiddie,Pertussis,3.6
2014,Dinwiddie,Salmonellosis,25.1
2014,Dinwiddie,Spotted Fever Rickettsiosis (including RMSF),14.4
2014,Dinwiddie,"Streptococcus, Group A, invasive",3.6
2014,Dinwiddie,Varicella (Chickenpox),28.7
2014,Emporia (city),Anaplasma/Ehrlichiosis,18.3
2014,Emporia (city),"Hepatitis B, chronic",18.3
2014,Emporia (city),"Hepatitis C, chronic",18.3
2014,Emporia (city),Pertussis,18.3
2014,Greensville,Campylobacteriosis,8.6
2014,Greensville,"Escherichia coli infection, Shiga Toxin-Producing",8.6
2014,Greensville,"Hepatitis B, chronic",17.1
2014,Greensville,"Hepatitis C, chronic",68.5
2014,Greensville,Salmonellosis,8.6
2014,Greensville,Spotted Fever Rickettsiosis (including RMSF),8.6
2014,Hopewell (city),Amebiasis,4.5
2014,Hopewell (city),Campylobacteriosis,9.0
2014,Hopewell (city),Giardiasis,4.5
2014,Hopewell (city),"Haemophilus influenzae, invasive",4.5
2014,Hopewell (city),"Hepatitis B, chronic",13.5
2014,Hopewell (city),"Hepatitis C, chronic",126.1
2014,Hopewell (city),"Lead, elevated levels",13.5
2014,Hopewell (city),Lyme disease,4.5
2014,Hopewell (city),Mumps,4.5
2014,Hopewell (city),Salmonellosis,18.0
2014,Hopewell (city),Shigellosis,4.5
2014,Hopewell (city),"Streptococcus, Group A, invasive",9.0
2014,Hopewell (city),"Toxic-shock syndrome, streptococcal",4.5
2014,Petersburg (city),Anaplasma/Ehrlichiosis,6.1
2014,Petersburg (city),Campylobacteriosis,6.1
2014,Petersburg (city),Giardiasis,3.1
2014,Petersburg (city),"Haemophilus influenzae, invasive",3.1
2014,Petersburg (city),"Hepatitis B, chronic",12.2
2014,Petersburg (city),"Hepatitis C, chronic",162.1
2014,Petersburg (city),"Lead, elevated levels",15.3
2014,Petersburg (city),Lyme disease,3.1
2014,Petersburg (city),Pertussis,3.1
2014,Petersburg (city),Salmonellosis,12.2
2014,Petersburg (city),Shigellosis,3.1
2014,Petersburg (city),Spotted Fever Rickettsiosis (including RMSF),3.1
2014,Petersburg (city),"Streptococcus, Group A, invasive",3.1
2014,Petersburg (city),Tuberculosis,3.1
2014,Prince George,Anaplasma/Ehrlichiosis,5.4
2014,Prince George,Campylobacteriosis,2.7
2014,Prince George,Chikungunya,2.7
2014,Prince George,"Hepatitis B, chronic",26.8
2014,Prince George,"Hepatitis C, chronic",80.4
2014,Prince George,"Lead, elevated levels",2.7
2014,Prince George,Listeriosis,2.7
2014,Prince George,Salmonellosis,24.1
2014,Prince George,Spotted Fever Rickettsiosis (including RMSF),2.7
2014,Prince George,"Streptococcus, Group A, invasive",2.7
2014,Prince George,Varicella (Chickenpox),2.7
2014,Surry,Campylobacteriosis,29.5
2014,Surry,"Hepatitis B, chronic",14.7
2014,Surry,"Hepatitis C, chronic",14.7
